StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
21359,RELAX LARGE WOOD LETTERS,211,65,4.700501200772268,0.2855209742895805,3.246153846153846,21.0,23.0,12,3.426251691474966,Reorder Now,2182.38,2182.38,2182.38,25200295.81000005,91.4223936962708,B
23031,DRAWER KNOB CRACKLE GLAZE PINK,1284,97,16.572299425469684,1.7374830852503382,13.237113402061857,72.0,84.0,7,12.162381596752368,Reorder Now,2182.0,2182.0,2182.0,25202477.81000005,91.43030962172459,B
23031,DOORKNOB CRACKED GLAZE PINK,12,2,0.0,0.0162381596752368,6.0,0.0,0.0,4,0.0649526387009472,OK,2182.0,2182.0,2182.0,25204659.81000005,91.43822554717838,B
22913,RED COAT RACK PARIS FASHION,462,98,11.943164373721563,0.625169147496617,4.714285714285714,52.0,56.0,12,7.502029769959404,Reorder Now,2179.39,2179.39,2179.39,25206839.20000005,91.4461320039954,B
23445,ICE CREAM BUBBLES,2688,64,46.677209693402894,3.6373477672530448,42.0,204.0,229.0,13,47.28552097428958,Reorder Now,2177.8399999999997,2177.8399999999997,2177.8399999999997,25209017.04000005,91.45403283767563,B
22714,CARD BIRTHDAY COWBOY,5315,244,39.44572182099203,7.192151556156968,21.7827868852459,172.0,222.0,2,14.384303112313937,Reorder Now,2174.73,2174.73,2174.73,25211191.77000005,91.461922388804,B
22802,FAUX FUR CHOCOLATE THROW,121,49,2.416109483035404,0.1637347767253044,2.4693877551020407,11.0,12.0,3,0.4912043301759132,Reorder Now,2173.0499999999997,2173.0499999999997,2173.0499999999997,25213364.820000052,91.46980584517766,B
22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,1,0.0,0.0081190798376184,6.0,0.0,0.0,16,0.1299052774018944,OK,2169.93,2169.93,2169.93,25215534.750000052,91.47767798272118,B
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,957,58,39.53912119993511,1.2949932341001351,16.5,173.0,182.0,17,22.0148849797023,Reorder Now,2169.93,2169.93,2169.93,25217704.68000005,91.48555012026468,B
85103,SILVER T-LIGHT SETTING,276,59,9.98177766968925,0.3734776725304465,4.677966101694915,44.0,47.0,10,3.734776725304465,Reorder Now,2166.93,2166.93,2166.93,25219871.61000005,91.49341137431763,B
85103, SILVER T-LIGHT SETTING,43,15,2.875181153713044,0.0581867388362652,2.8666666666666667,13.0,13.0,6,0.3491204330175912,Reorder Now,2166.93,2166.93,2166.93,25222038.54000005,91.5012726283706,B
85216,ASSORTED CAKES FRIDGE MAGNETS,2867,140,31.35029926701741,3.87956698240866,20.478571428571428,137.0,164.0,11,42.675236806495256,Reorder Now,2165.92,2165.92,2165.92,25224204.460000053,91.5091302183151,B
21421,PORCELAIN ROSE LARGE ,1807,84,35.79745365098521,2.445196211096076,21.511904761904763,156.0,173.0,13,31.787550744248986,Reorder Now,2163.23,2163.23,2163.23,25226367.690000053,91.51697804939639,B
21643,ASSORTED TUTTI FRUTTI MIRROR,1536,154,11.29922667950672,2.078484438430311,9.974025974025974,49.0,64.0,6,12.470906630581869,Reorder Now,2161.81,2161.81,2161.81,25228529.500000052,91.52482072895882,B
22708,WRAP DOLLY GIRL,5375,128,75.15951499570605,7.273342354533153,41.9921875,328.0,379.0,4,29.09336941813261,Reorder Now,2161.5,2161.5,2161.5,25230691.000000052,91.53266228389391,B
22515,CHILDS GARDEN SPADE PINK,1057,152,18.3910209936606,1.4303112313937754,6.953947368421052,80.0,90.0,14,20.024357239512856,Reorder Now,2161.28,2161.28,2161.28,25232852.280000053,91.54050304070635,B
20764,ABSTRACT CIRCLES SKETCHBOOK ,692,146,9.952337999111526,0.9364005412719892,4.739726027397261,43.0,50.0,1,0.9364005412719892,Reorder Now,2161.01,2161.01,2161.01,25235013.290000055,91.54834281800466,B
21905,MORE BUTTER METAL SIGN ,1624,208,24.672767331390418,2.1975642760487144,7.8076923076923075,108.0,123.0,16,35.16102841677943,Reorder Now,2159.9700000000003,2159.9700000000003,2159.9700000000003,25237173.260000054,91.55617882235957,B
22677,"FRENCH BLUE METAL DOOR SIGN, 2",509,47,9.950571643915891,0.6887686062246279,10.829787234042554,43.0,48.0,11,7.576454668470907,Reorder Now,2158.09,2158.09,2158.09,25239331.350000054,91.56400800639372,B
22677,FRENCH BLUE METAL DOOR SIGN 2,1080,139,9.770790948033966,1.4614343707713129,7.76978417266187,43.0,53.0,11,16.07577807848444,Reorder Now,2158.09,2158.09,2158.09,25241489.440000053,91.5718371904279,B
23370,SET 36 COLOURING PENCILS DOILY,1490,62,31.37032519777693,2.016238159675237,24.032258064516128,137.0,151.0,11,22.178619756427608,Reorder Now,2157.85,2157.85,2157.85,25243647.290000055,91.57966550378282,B
23370,SET 36 COLOURING PENCILS DOILEY,1,1,0.0,0.0013531799729364,1.0,0.0,0.0,2,0.0027063599458728,OK,2157.85,2157.85,2157.85,25245805.140000056,91.58749381713777,B
22931,BAKING MOULD HEART WHITE CHOCOLATE,902,91,23.798995474435166,1.2205683355886332,9.912087912087912,104.0,113.0,11,13.426251691474963,Reorder Now,2157.85,2157.85,2157.85,25247962.990000058,91.59532213049269,B
23370,SET 36 COLOUR PENCILS DOILEY,64,3,9.237604307034012,0.0866035182679296,21.33333333333333,40.0,41.0,18,1.5588633288227327,Reorder Now,2157.85,2157.85,2157.85,25250120.84000006,91.60315044384762,B
23005,TRAVEL CARD WALLET I LOVE LONDON,4783,123,71.99159824067273,6.472259810554804,38.886178861788615,314.0,359.0,5,32.36129905277402,Reorder Now,2147.55,2147.55,2147.55,25252268.39000006,91.61094139055169,B
22695,WICKER WREATH SMALL,1501,144,11.818309761126828,2.031123139377537,10.42361111111111,52.0,66.0,3,6.093369418132611,Reorder Now,2147.3199999999997,2147.3199999999997,2147.3199999999997,25254415.71000006,91.61873150285483,B
23161,REGENCY CAKE FORK,1715,76,27.77304953910813,2.320703653585927,22.56578947368421,121.0,137.0,15,34.810554803788904,Reorder Now,2145.3,2145.3,2145.3,25256561.01000006,91.62651428694099,B
84670,JAPANESE CROCHETED ANIMAL,5223,128,63.13241410034782,7.06765899864682,40.8046875,276.0,325.0,6,42.40595399188092,Reorder Now,2140.06,2140.06,2140.06,25258701.07000006,91.634278061197,B
23213,STAR WREATH DECORATION WITH BELL,1683,77,28.21007392185798,2.277401894451962,21.857142857142858,123.0,139.0,12,27.328822733423543,Reorder Now,2139.67,2139.67,2139.67,25260840.74000006,91.64204042059924,B
23066,SMALL JEWELLERY STAND,16,6,1.632993161855452,0.0216508795669824,2.6666666666666665,7.0,7.0,17,0.3680649526387008,Reorder Now,2137.81,2137.81,2137.81,25262978.55000006,91.64979603223735,B
23066,SMALL DECO JEWELLERY STAND,243,62,6.7515593513872085,0.3288227334235453,3.9193548387096775,29.0,31.0,5,1.6441136671177263,Reorder Now,2137.81,2137.81,2137.81,25265116.36000006,91.65755164387545,B
22023,EMPIRE BIRTHDAY CARD,5112,285,22.69010946331852,6.91745602165088,17.936842105263157,99.0,147.0,2,13.83491204330176,Reorder Now,2136.46,2136.46,2136.46,25267252.82000006,91.66530235794282,B
21070,VINTAGE BILLBOARD MUG ,2063,174,36.71302615262197,2.791610284167794,11.85632183908046,160.0,180.0,12,33.49932341001353,Reorder Now,2124.75,2124.75,2124.75,25269377.57000006,91.67301059011878,B
72799F,IVORY PILLAR CANDLE GOLD FLOCK,1136,84,53.08494583654867,1.537212449255751,13.523809523809524,232.0,243.0,16,24.595399188092017,Reorder Now,2116.01,2116.01,2116.01,25271493.58000006,91.68068711505896,B
22859,EASTER TIN BUNNY BOUQUET,1266,93,20.72439869483001,1.7131258457374832,13.612903225806452,90.0,102.0,15,25.696887686062247,Reorder Now,2115.57,2115.57,2115.57,25273609.15000006,91.68836204375384,B
22308,TEA COSY BLUE STRIPE,683,162,8.34855522577378,0.9242219215155616,4.216049382716049,36.0,42.0,1,0.9242219215155616,Reorder Now,2115.41,2115.41,2115.41,25275724.560000062,91.69603639199592,B
21865,PINK UNION JACK  PASSPORT COVER ,908,231,4.340352507669602,1.2286874154262517,3.930735930735931,19.0,28.0,3,3.6860622462787553,Reorder Now,2115.06,2115.06,2115.06,25277839.62000006,91.70370947049742,B
22279,POCKET BAG BLUE PAISLEY RED SPOT,1448,160,14.393307319635896,1.959404600811908,9.05,63.0,77.0,4,7.837618403247632,Reorder Now,2114.62,2114.62,2114.62,25279954.24000006,91.71138095275364,B
85099b,JUMBO BAG RED RETROSPOT,419,10,48.34700955936503,0.5669824086603519,41.9,211.0,215.0,6,3.4018944519621117,Reorder Now,2111.64,2111.64,2111.64,25282065.880000062,91.71904162407594,B
23046,PAPER LANTERN 9 POINT DELUXE STAR,349,30,43.30444218141688,0.4722598105548038,11.633333333333333,189.0,192.0,17,8.028416779431664,Reorder Now,2111.4900000000002,2111.4900000000002,2111.4900000000002,25284177.37000006,91.72670175122369,B
84854,GIRLY PINK TOOL SET,387,77,6.755064427551308,0.523680649526387,5.025974025974026,29.0,33.0,3,1.5710419485791611,Reorder Now,2109.17,2109.17,2109.17,25286286.540000062,91.73435346180543,B
23251,VINTAGE RED ENAMEL TRIM MUG ,1701,84,27.23962165581246,2.301759133964817,20.25,119.0,135.0,19,43.733423545331526,Reorder Now,2107.0,2107.0,2107.0,25288393.540000062,91.74199729999569,B
23251,ENAMEL MUG PANTRY,12,1,0.0,0.0162381596752368,12.0,0.0,0.0,11,0.1786197564276048,OK,2107.0,2107.0,2107.0,25290500.540000062,91.74964113818594,B
23233,WRAP POPPIES  DESIGN,5175,111,65.84127664371121,7.002706359945873,46.62162162162162,287.0,336.0,4,28.01082543978349,Reorder Now,2105.5,2105.5,2105.5,25292606.040000062,91.75727953463091,B
21803,CHRISTMAS TREE STAR DECORATION,4853,185,32.2411940627917,6.566982408660352,26.232432432432432,141.0,187.0,1,6.566982408660352,Reorder Now,2105.22,2105.22,2105.22,25294711.26000006,91.76491691528344,B
84676,BATH DUCK WATERING CAN,848,77,25.65022494335217,1.1474966170500676,11.012987012987011,112.0,120.0,3,3.442489851150203,Reorder Now,2102.46,2102.46,2102.46,25296813.720000062,91.77254428312466,B
40018F,CHERRY DESIGN PAPERLANTERNS,1093,81,38.177258759892034,1.4790257104194855,13.493827160493828,167.0,177.0,19,28.101488497970223,Reorder Now,2102.28,2102.28,2102.28,25298916.000000063,91.78017099795646,B
22996,TRAVEL CARD WALLET VINTAGE TICKET,4813,191,44.55005699036912,6.512855209742896,25.19895287958116,194.0,240.0,9,58.61569688768606,Reorder Now,2099.97,2099.97,2099.97,25301015.970000062,91.78778933250054,B
22832,SWEETHEART WIRE WALL TIDY,12,3,3.4641016151377544,0.0162381596752368,4.0,15.0,15.0,19,0.3085250338294992,Reorder Now,2097.65,2097.65,2097.65,25303113.62000006,91.7953992504786,B
22832,BROCANTE SHELF WITH HOOKS,179,71,2.4074833031883704,0.2422192151556157,2.5211267605633805,11.0,13.0,19,4.602165087956698,Reorder Now,2097.65,2097.65,2097.65,25305211.27000006,91.80300916845665,B
23152,IVORY SWEETHEART WIRE LETTER RACK ,558,111,6.062491926081911,0.7550744248985115,5.027027027027027,26.0,31.0,1,0.7550744248985115,Reorder Now,2095.65,2095.65,2095.65,25307306.920000058,91.81061183077435,B
23315,IVORY REFECTORY CLOCK,213,64,4.159726362718876,0.2882273342354533,3.328125,18.0,20.0,2,0.5764546684709067,Reorder Now,2094.24,2094.24,2094.24,25309401.160000056,91.81820937785149,B
21619,4 VANILLA BOTANICAL CANDLES,1139,128,13.93959965294025,1.5412719891745603,8.8984375,61.0,72.0,18,27.742895805142087,Reorder Now,2092.89,2092.89,2092.89,25311494.050000057,91.8258020273579,B
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2269,163,18.35553591440032,3.0703653585926927,13.920245398773003,80.0,101.0,2,6.140730717185385,Reorder Now,2088.42,2088.42,2088.42,25313582.47000006,91.8333784604634,B
35953,FOLKART STAR CHRISTMAS DECORATIONS,3930,86,43.47523156044056,5.317997293640054,45.69767441860465,190.0,227.0,19,101.04194857916102,Reorder Now,2084.72,2084.72,2084.72,25315667.190000057,91.84094147059722,B
79323S, SILVER CHERRY LIGHTS,274,25,28.64797840453436,0.3707713125845737,10.96,125.0,128.0,18,6.673883626522327,Reorder Now,2084.32,2084.32,2084.32,25317751.510000058,91.84850302959897,B
79323S,SILVER CHERRY LIGHTS,60,11,8.733425861179981,0.081190798376184,5.454545454545454,38.0,39.0,16,1.299052774018944,Reorder Now,2084.32,2084.32,2084.32,25319835.830000058,91.85606458860073,B
85049H,URBAN BLACK RIBBONS ,2076,240,13.500751567487988,2.809201623815968,8.65,59.0,79.0,6,16.85520974289581,Reorder Now,2080.94,2080.94,2080.94,25321916.77000006,91.86361388553648,B
21657,MILK BOTTLE WITH GLASS STOPPER ,272,102,2.685986122850454,0.3680649526387009,2.6666666666666665,12.0,15.0,2,0.7361299052774019,Reorder Now,2079.11,2079.11,2079.11,25323995.88000006,91.871156543543,B
21058,PARTY INVITES WOODLAND,2422,207,18.4771480419866,3.277401894451962,11.70048309178744,81.0,104.0,17,55.71583220568336,Reorder Now,2078.5,2078.5,2078.5,25326074.38000006,91.8786969885731,B
84990,60 GOLD AND SILVER FAIRY CAKE CASES,4276,135,80.64745738417166,5.786197564276049,31.67407407407408,352.0,393.0,14,81.00676589986467,Reorder Now,2077.59,2077.59,2077.59,25328151.97000006,91.88623413227775,B
22928,YELLOW GIANT GARDEN THERMOMETER,301,93,4.259000315093258,0.4073071718538565,3.236559139784946,19.0,22.0,19,7.738836265223274,Reorder Now,2077.02,2077.02,2077.02,25330228.990000058,91.89376920811918,B
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,284,98,6.448031420068698,0.3843031123139377,2.897959183673469,28.0,31.0,18,6.917456021650879,Reorder Now,2072.9500000000003,2072.9500000000003,2072.9500000000003,25332301.940000057,91.90128951869177,B
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2473,174,28.596569197181324,3.3464140730717187,14.21264367816092,125.0,148.0,14,46.84979702300406,Reorder Now,2072.29,2072.29,2072.29,25334374.230000056,91.90880743489646,B
21356,TOAST ITS - FAIRY FLOWER,1624,245,7.226204590716017,2.1975642760487144,6.628571428571429,32.0,47.0,3,6.592692828146143,Reorder Now,2071.8,2071.8,2071.8,25336446.030000057,91.91632357346435,B
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1425,107,34.35403855055256,1.9282814614343708,13.317757009345794,150.0,163.0,19,36.63734776725305,Reorder Now,2071.76,2071.76,2071.76,25338517.79000006,91.92383956691906,B
21802,CHRISTMAS TREE HEART DECORATION,4738,188,33.188194469319185,6.411366711772666,25.20212765957447,145.0,190.0,16,102.58186738836264,Reorder Now,2070.52,2070.52,2070.52,25340588.31000006,91.93135106186432,B
23227,FILIGREE HEART BUTTERFLY WHITE ,1642,88,21.804716543258948,2.221921515561569,18.65909090909091,95.0,111.0,3,6.665764546684708,Reorder Now,2070.06,2070.06,2070.06,25342658.370000057,91.9388608880077,B
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,605,154,4.64153899265694,0.8186738836265224,3.928571428571429,20.0,26.0,6,4.912043301759134,Reorder Now,2069.19,2069.19,2069.19,25344727.56000006,91.94636755793883,B
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,212,68,5.432158010376052,0.2868741542625169,3.117647058823529,24.0,26.0,10,2.868741542625169,Reorder Now,2066.64,2066.64,2066.64,25346794.20000006,91.95386497690299,B
84459A,PINK METAL CHICKEN HEART ,1272,154,19.48413304345281,1.7212449255751014,8.25974025974026,85.0,97.0,8,13.769959404600812,Reorder Now,2066.32,2066.32,2066.32,25348860.52000006,91.9613612349615,B
22903,CALENDAR FAMILY FAVOURITES,727,66,33.61066333735011,0.9837618403247632,11.015151515151516,147.0,154.0,1,0.9837618403247632,Reorder Now,2062.82,2062.82,2062.82,25350923.34000006,91.96884479561437,B
22903,CALENDAR FAMILY FAVORITES,20,4,2.0,0.027063599458728,5.0,9.0,9.0,3,0.081190798376184,Reorder Now,2062.82,2062.82,2062.82,25352986.16000006,91.97632835626726,B
21077,SET/20 WOODLAND PAPER NAPKINS ,2793,117,67.16507436796384,3.779431664411367,23.871794871794872,293.0,319.0,8,30.235453315290936,Reorder Now,2060.65,2060.65,2060.65,25355046.81000006,91.98380404452863,B
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,724,104,14.116658944172276,0.979702300405954,6.961538461538462,62.0,69.0,17,16.654939106901217,Reorder Now,2060.45,2060.45,2060.45,25357107.260000058,91.99127900722397,B
84509G,FAIRY CAKE PLACEMATS ,82,23,4.803654735118798,0.1109607577807848,3.565217391304348,21.0,22.0,11,1.2205683355886328,Reorder Now,2060.45,2060.45,2060.45,25359167.710000057,91.99875396991932,B
23291,DOLLY GIRL CHILDRENS CUP,1635,108,25.105183712157608,2.212449255751015,15.13888888888889,110.0,125.0,3,6.637347767253045,Reorder Now,2060.28,2060.28,2060.28,25361227.990000058,92.00622831588355,B
85016,SET OF 6 VINTAGE NOTELETS KIT,1688,132,36.78097548051401,2.284167794316644,12.787878787878787,161.0,177.0,11,25.12584573748309,Reorder Now,2056.16,2056.16,2056.16,25363284.150000058,92.01368771518742,B
22719,GUMBALL MONOCHROME COAT RACK,1496,138,14.53274499307498,2.024357239512855,10.840579710144928,63.0,77.0,5,10.121786197564276,Reorder Now,2056.1,2056.1,2056.1,25365340.25000006,92.02114689682148,B
22719,"GUMBALL COATHOOK., BLACK & WHITE ",20,3,8.144527815247077,0.027063599458728,6.666666666666667,36.0,36.0,19,0.514208389715832,Reorder Now,2056.1,2056.1,2056.1,25367396.35000006,92.02860607845555,B
23490,T-LIGHT HOLDER HANGING LOVE BIRD,548,44,10.451336946756143,0.7415426251691475,12.454545454545457,46.0,51.0,5,3.7077131258457374,Reorder Now,2055.27,2055.27,2055.27,25369451.62000006,92.03606224899058,B
21504,SKULLS GREETING CARD,5021,230,25.809038983656865,6.794316644113668,21.83043478260869,113.0,161.0,7,47.56021650879568,Reorder Now,2050.38,2050.38,2050.38,25371502.00000006,92.04350067943598,B
22201,FRYING PAN BLUE POLKADOT,230,83,3.325163855140401,0.3112313937753721,2.7710843373493974,15.0,17.0,15,4.668470906630581,Reorder Now,2047.1200000000001,2047.1200000000001,2047.1200000000001,25373549.12000006,92.05092728315503,B
22201,FRYING PAN BLUE RETROSPOT,4,3,0.5773502691896258,0.0054127198917456,1.3333333333333333,3.0,3.0,10,0.054127198917456,Reorder Now,2047.1200000000001,2047.1200000000001,2047.1200000000001,25375596.24000006,92.05835388687407,B
22201,FRYING PAN BLUE POLKADOT ,277,55,19.16494063374446,0.3748308525033829,5.036363636363636,84.0,87.0,11,4.123139377537211,Reorder Now,2047.1200000000001,2047.1200000000001,2047.1200000000001,25377643.360000063,92.06578049059313,B
23500,KEY RING BASEBALL BOOT ASSORTED ,1631,43,30.86791781031932,2.2070365358592694,37.93023255813954,135.0,150.0,7,15.449255751014883,Reorder Now,2044.58,2044.58,2044.58,25379687.94000006,92.0731978796235,B
22261,FELT EGG COSY WHITE RABBIT ,2119,164,38.09625921704762,2.8673883626522327,12.920731707317072,166.0,186.0,8,22.939106901217865,Reorder Now,2041.11,2041.11,2041.11,25381729.05000006,92.08060268008316,B
84763,ZINC FINISH 15CM PLANTER POTS,1638,144,21.273403402081488,2.216508795669824,11.375,93.0,109.0,8,17.73207036535859,Reorder Now,2039.79,2039.79,2039.79,25383768.84000006,92.08800269180698,B
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,845,103,14.70051301179054,1.1434370771312583,8.20388349514563,64.0,72.0,1,1.1434370771312583,Reorder Now,2039.69,2039.69,2039.69,25385808.53000006,92.09540234074778,B
21397,BLUE POLKADOT EGG CUP ,1177,53,36.96326580360459,1.5926928281461434,22.20754716981132,161.0,172.0,19,30.261163734776726,Reorder Now,2039.4599999999998,2039.4599999999998,2039.4599999999998,25387847.99000006,92.10280115528765,B
21397,BLUE  SPOTTY EGG CUP ,994,82,22.41603826402831,1.3450608930987822,12.121951219512194,98.0,107.0,7,9.415426251691477,Reorder Now,2039.4599999999998,2039.4599999999998,2039.4599999999998,25389887.450000063,92.1101999698275,B
22068,BLACK PIRATE TREASURE CHEST,1082,193,9.14981572527901,1.4641407307171854,5.606217616580311,40.0,50.0,17,24.890392422192157,Reorder Now,2039.35,2039.35,2039.35,25391926.800000064,92.11759838530605,B
22068, BLACK PIRATE TREASURE CHEST,57,13,3.5009156311471226,0.0771312584573748,4.384615384615385,15.0,16.0,7,0.5399188092016236,Reorder Now,2039.35,2039.35,2039.35,25393966.150000066,92.1249968007846,B
22799,SWEETHEART WIRE FRUIT BOWL,255,86,3.038760097062053,0.3450608930987821,2.9651162790697674,13.0,15.0,12,4.140730717185384,Reorder Now,2037.84,2037.84,2037.84,25396003.990000065,92.13238973823957,B
21630,FLOOR CUSHION ELEPHANT CARNIVAL,167,90,1.5762358170056552,0.2259810554803789,1.855555555555556,7.0,9.0,13,2.9377537212449254,Reorder Now,2037.6,2037.6,2037.6,25398041.590000067,92.1397818050153,B
22405,TIN CAN POCKET MONEY DESIGN,24,2,0.0,0.0324763193504736,12.0,0.0,0.0,7,0.2273342354533152,OK,2035.9,2035.9,2035.9,25400077.490000065,92.1471677044797,B
22405,MONEY BOX POCKET MONEY DESIGN,1650,158,11.719923518199,2.232746955345061,10.443037974683543,51.0,67.0,3,6.698240866035183,Reorder Now,2035.9,2035.9,2035.9,25402113.390000064,92.15455360394412,B
22211,WOOD STAMP SET FLOWERS,1538,200,7.525093698810627,2.081190798376184,7.69,33.0,48.0,11,22.893098782138026,Reorder Now,2033.9,2033.9,2033.9,25404147.290000062,92.16193224774817,B
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,698,88,10.94373851790015,0.9445196211096076,7.931818181818182,48.0,55.0,12,11.33423545331529,Reorder Now,2025.7700000000002,2025.7700000000002,2025.7700000000002,25406173.060000062,92.16928139729286,B
